,start_time,end_time,textDescription,address,lat,long,details,img_url
0,2019-04-18 00:01:26+00:00,2019-04-18 00:01:26+00:00,from Google Photo,Soul Buoy,0.0,0.0,"{'objects': ['Performance', 'Performing arts', 'Musical Performance Sports', 'Modern dance', 'Public speaking', 'performer, performing artist', 'stage', 'auditorium', 'broadcasting', 'kanzu'], 'places': ['performance arena', 'indoor stage', 'auditorium', 'outdoor stage', 'television studio'], 'tags': ['commodity products']}",digital_data/images/google_photos/part 2/Google Photos/Photos from 2019/0566797F-A10A-46EB-BDAD-59C01F19EBD9.jpg.compressed.jpg
1,2019-03-31 06:58:44+00:00,2019-03-31 06:58:44+00:00,from Google Photo,Soul Buoy,0.0,0.0,"{'objects': ['Egg tart', 'Custard tart', 'Portuguese food', 'Pâtisserie', 'Natillas', 'baked goods', 'Madeira', 'patisserie', 'pastry, pastry dough', 'bite, collation, snack'], 'places': ['shop bakery', 'delicatessen', 'supermarket', 'food court', 'indoor market'], 'tags': []}",digital_data/images/google_photos/part 2/Google Photos/Photos from 2019/3FF4E970-B938-42E6-B780-DEEE6751F7CF.jpg.compressed.jpg
2,2019-03-19 00:05:14+00:00,2019-03-19 00:05:14+00:00,from Google Photo,Soul Buoy,0.0,0.0,"{'objects': ['Public speaking', 'Speech', 'Lectern', 'Lecture', 'Presentation', 'slacks', 'master of ceremonies, emcee, host', 'orator, speechmaker, rhetorician, public speaker, speechifier', 'microeconomist, microeconomic expert', 'plenipotentiary'], 'places': ['conference center', 'lecture room', 'conference room', 'reception', 'auditorium'], 'tags': ['person']}",digital_data/images/google_photos/part 2/Google Photos/Photos from 2019/CB57EF1E-9551-4A54-9727-DADCC930B1FB.jpg.compressed.jpg
3,2019-04-15 14:58:30+00:00,2019-04-15 14:58:30+00:00,from Google Photo,Soul Buoy,0.0,0.0,"{'objects': ['Very large floating structure', 'Convention center', 'Sport venue', 'Panorama', 'Artificial island', 'conference center, conference house', 'waterfront', 'dock, dockage, docking facility', 'houseboat', 'hotel'], 'places': ['conference center', 'heliport', 'outdoor hotel', 'roof garden', 'ski slope'], 'tags': ['building']}",digital_data/images/google_photos/part 2/Google Photos/Photos from 2019/E0B47B5E-39E7-46C2-985A-CD4853168938.jpg.compressed.jpg
4,2019-04-25 15:57:11+00:00,2019-04-25 15:57:11+00:00,from Google Photo,Soul Buoy,0.0,0.0,"{'objects': ['Canyon', 'National park', 'Cinder cone', 'Geographical feature', 'Landform', 'overlook', 'canyon, canon', 'moraine', 'precipice', 'butte'], 'places': ['canyon', 'butte', 'crevasse', 'valley', 'cliff'], 'tags': ['scenery']}",digital_data/images/google_photos/part 2/Google Photos/Photos from 2019/F35BC31C-7BB0-447B-8E21-7A2ACEF826D0.jpg.compressed.jpg
5,2019-04-27 17:28:58-07:00,2019-04-27 17:28:58-07:00,from Google Photo,"County Road 307, Lamb County, Texas, 79369, United States",33.88986233451486,-102.14000426342562,"{'objects': ['Hiking', 'Volcanologist', 'Outdoor recreation', 'West Coast Lady', 'Wildlife biologist', ""Torrey pine, Torrey's pine, soledad pine, grey-leaf pine, sabine pine, Pinus torreyana"", 'descent, declivity, fall, decline, declination, declension, downslope', 'ascent, acclivity, rise, raise, climb, upgrade', 'Secretary of the Interior, Interior Secretary', 'mess jacket, monkey jacket, shell jacket'], 'places': ['canyon', 'cliff', 'badlands', 'mountain path', 'rock arch'], 'tags': ['person']}",digital_data/images/google_photos/part 2/Google Photos/Photos from 2019/IMG_20141226_121345-COLLAGE.jpg.compressed.jpg
6,2019-03-03 07:41:47-08:00,2019-03-03 07:41:47-08:00,from Google Photo,"2966, Greg Street, Randall County, Texas, 79015, United States",35.03743339730636,-101.90855065207734,"{'objects': ['Receipt', 'Wristband', 'Active shirt', 'Coupon', 'Cargo pants', 'bill, peak, eyeshade, visor, vizor', 'grab bag', 'polo shirt, sport shirt', 'checkout, checkout counter', 'safety belt, life belt, safety harness'], 'places': ['clothing store', 'hardware store', 'exterior gazebo', 'fabric store', 'pet shop'], 'tags': ['document']}",digital_data/images/google_photos/part 2/Google Photos/Photos from 2019/IMG_6900.HEIC.compressed.jpg
7,2019-03-03 07:42:11-08:00,2019-03-03 07:42:11-08:00,from Google Photo,"2968, Greg Street, Randall County, Texas, 79015, United States",35.03755147425116,-101.90860432341586,"{'objects': ['Receipt', 'Coupon', 'Voucher', 'Ticket', 'Invoice', 'cowboy hat, ten-gallon hat', 'book', 'paper', 'cowboy boot', 'windfall'], 'places': ['bookstore', 'outdoor inn', 'restaurant', 'outdoor diner', 'stable'], 'tags': ['document']}",digital_data/images/google_photos/part 2/Google Photos/Photos from 2019/IMG_6901.HEIC.compressed.jpg
8,2019-03-03 07:42:35-08:00,2019-03-03 07:42:35-08:00,from Google Photo,"2966, Greg Street, Randall County, Texas, 79015, United States",35.03743339730636,-101.90855065207734,"{'objects': ['Prescription drug', 'Antifungal medication', 'Medicine', 'Pharmaceutical drug', 'Medicine chest', 'pill bottle', 'packet', 'vitamin B12, cobalamin, cyanocobalamin, antipernicious anemia factor', 'vitamin B6, pyridoxine, pyridoxal, pyridoxamine, adermin', 'multivitamin, multivitamin pill'], 'places': ['pharmacy', 'drugstore', 'hospital room', 'hospital', 'waiting room'], 'tags': ['document']}",digital_data/images/google_photos/part 2/Google Photos/Photos from 2019/IMG_6902.HEIC.compressed.jpg
9,2019-03-05 18:13:01-08:00,2019-03-05 18:13:01-08:00,from Google Photo,"Throwbacks Sports Bar, 7150, Bell Street, Amarillo, Randall County, Texas, 79109, United States",35.13263561760009,-101.9023999166812,"{'objects': ['Science fair', 'Poster session', 'Spelling bee', 'Stock trader', 'Public speaking', 'Cub Scout', 'stander', 'successor, heir', 'settler, colonist', 'male child, boy'], 'places': ['trench', 'volcano', 'tundra', 'crevasse', 'indoor booth'], 'tags': ['person']}",digital_data/images/google_photos/part 2/Google Photos/Photos from 2019/IMG_6903.HEIC.compressed.jpg
10,2019-03-05 18:13:04-08:00,2019-03-05 18:13:04-08:00,from Google Photo,"Throwbacks Sports Bar, 7150, Bell Street, Amarillo, Randall County, Texas, 79109, United States",35.13263561760009,-101.9023999166812,"{'objects': ['Science fair', 'Poster session', 'Biologist', 'Public speaking', 'Scientist', 'stander', 'male child, boy', 'scientist', 'nucleolus organizer, nucleolus organiser, nucleolar organizer, nucleolar organiser', 'participant'], 'places': ['volcano', 'indoor booth', 'crevasse', 'classroom', 'biology laboratory'], 'tags': ['person']}",digital_data/images/google_photos/part 2/Google Photos/Photos from 2019/IMG_6904.HEIC.compressed.jpg
11,2019-03-05 19:31:46-08:00,2019-03-05 19:31:46-08:00,from Google Photo,"Bikepark, Marshall Formby Memorial Highway, Canyon, Randall County, Texas, 79015, United States",35.017886295811834,-101.91701998929815,"{'objects': ['Eagle scout', 'Scout', 'Boy scouts of america', 'Uniform', 'Park ranger', 'Cub Scout', 'Boy Scout', 'boy scout', 'uniform', 'successor, heir'], 'places': ['tundra', 'crevasse', 'recreation room', 'canyon', 'badlands'], 'tags': ['person']}",digital_data/images/google_photos/part 2/Google Photos/Photos from 2019/IMG_6905.HEIC.compressed.jpg
12,2019-03-05 19:31:47-08:00,2019-03-05 19:31:47-08:00,from Google Photo,"Bikepark, Marshall Formby Memorial Highway, Canyon, Randall County, Texas, 79015, United States",35.01803657555976,-101.91678383540862,"{'objects': ['Eagle scout', 'Scout', 'Boy scouts of america', 'Uniform', 'Park ranger', 'Cub Scout', 'boy scout', 'Boy Scout', 'uniform', 'successor, heir'], 'places': ['tundra', 'crevasse', 'canyon', 'recreation room', 'badlands'], 'tags': ['person']}",digital_data/images/google_photos/part 2/Google Photos/Photos from 2019/IMG_6906.HEIC.compressed.jpg
